"Company","Team Category","Team Sub-Category","Social Copy","Content Pillar","Category"
"tiger",,,"Ready to transform your insurance offerings?

Don't miss the exclusive session by Tiger Analytics and Databricks at ITC Vegas 2025! We'll be diving deep into ""Reimagining Usage-Based Insurance with a Scalable Telematics Data Platform.""

In this session, you'll learn how to:
✅ Build a scalable data platform for telematics
✅ Leverage AI for personalized insurance products
✅ Stay ahead of the curve in a competitive market

Our Speakers:
Sachin J., Partner - Insurance, Tiger Analytics
Erin Butler, Vice President, Sales Financial Services, Databricks

Session Details:
Date: Wednesday, October 15, 2025
Time: 2:40 PM - 3:00 PM
Track: Data & Analytics
Location: Mandalay Bay, Las Vegas

We'll be at Booth #1547 to answer all your questions. Stop by for an in-depth discussion with our experts!

Block some time here - https://lnkd.in/g3nR_brP","Awards","CTA"
"tiger",,,"Big news! Tiger Analytics has signed an SCA with AWS to scale Generative AI solutions globally.

By combining our deep domain expertise with AWS’s secure, scalable infrastructure, we will empower organizations to harness the full potential of GenAI to drive efficiency and unlock new business value. This builds on our existing GenAI portfolio for industries like Supply Chain and Retail.

Read more: https://lnkd.in/gG2nNhzd

Mark Relph | Sam Raj Anand | Shara Barkovich | Chad Hersh | Dr. Clifford Rittel | Mahesh Kumar | Badrish Prakash | Rajeev Nayar | Anand B.

hashtag#GenerativeAI hashtag#AWSPartnership hashtag#BusinessTransformation hashtag#TigerAnalytics","Awards","CTA"
"tiger",,,"What if healthcare fraud could be prevented before it happens?

A leading health-tech player partnered with us at Tiger Analytics to transform their FWA detection from the ground up, combining ML models with automated pipelines to shift from reactive monitoring to real-time, proactive prevention, recognizing a powerful opportunity to catch potential fraud before it happens.

What changed:
1. ~ 80% faster turnaround with automated one-day pipelines
2. Optimized claims through low-latency processing
3. Stronger models with improved data quality & STP
4. Intelligent risk prioritization for focused investigations
5. Higher detection accuracy with stronger compliance & security

Read the complete case study here: https://lnkd.in/gT2su4By

hashtag#HealthTech hashtag#FraudDetection hashtag#MachineLearning hashtag#DataScience hashtag#Innovation","Thought Leadership","CTA"
"tiger",,,"🔸 How can GCCs position themselves not just as service providers, but as core intelligence hubs orchestrating global business operations?
🔸 How is AI enabling GCCs to function as dynamic, real-time command centers - anticipating needs and driving strategy across continents?

These are some of the questions we will be answering at nasscom's Agentic AI Confluence 2025.

Ankur Banerjee, AI Innovation & GCC Strategy Leader at Tiger Analytics, will moderate a session on a key industry shift: 
AI and GCCs – The 'Nerve Centre' Nexus: How AI-First GCCs Can Architect Autonomous Global Operations. 

Join us and be a part of an exciting conversation on how AI and GCCs can spur transformation. ⚡
 
Know more: https://lnkd.in/d3VDFJGC","Events","CTA"
"tiger",,,"How are AI teammates rewriting the insurance playbook?

At ITC Vegas 2025, we're partnering with Databricks to showcase Agentic AI in action with real stories of how it’s transforming insurance operations and delivering measurable impact. 

Stop by Booth #1547 (Oct 14–16) for live demos and case studies exploring: 

🔸Agentic AI & Autonomous Claims 
🔸Hyper-Personalized Policies 
🔸Adaptive Underwriting 

Don't miss our session: 
""Reimagining Usage-Based Insurance with Scalable Telematics Data Platform"" 
We’re sharing insights from the field and look forward to discussing what’s driving results and what’s next on the horizon.

Our team on the ground: 
Sam Ramachandran, Rachit Dhir, Gagandeep Singh, Rajat Sinha, Randall Nufer, Rajesh Ramaswamy, Anurag Sinha, Sachin J., Rahul Relan, Jagadish Babu

Book a 1-on-1 here: https://lnkd.in/g3nR_brP ","Events","CTA"
"tiger",,,"As we step into this festive season, here's to the victories, big and small, that shape our journey. 

May this Dussehra bring joy, hope, and renewed energy to you and yours.

hashtag#HappyDussehra hashtag#TigerAnalytics","Others","Personal"
"tiger",,,"On this day, we honor the values that shaped a nation and continue to inspire the world. Truth that stood unwavering even in the face of power, non-violence that proved courage lies not in aggression but in restraint, simplicity that reminded us that the greatest strength is found in clarity of purpose, and conviction that transformed belief into collective action.


hashtag#GandhiJayanti hashtag#MahatmaGandhi hashtag#InspirationForChange","Others","Personal"
"tiger",,,"We're bringing the conversation on GenAI and retail transformation to the heart of Manhattan on October 23, partnering with AWS at the GenAI Conference – Retail & CPG.

Join us as we share our field notes on how retail, CPG and restaurant players are leveraging Generative AI across the board, from personalizing customer experiences to enabling greater supply chain agility.

Our team of experts will be at the Tiger Analytics booth for a breakout workshop, where they'll share actionable insights, success stories from global brands, and how to scale GenAI securely.

If you're tackling GenAI challenges in retail or CPG, let's connect:

📍 NeueHouse Madison Square, New York 
📅 October 23, 2025 | 9:00 AM - 5:30 PM 

 Register: https://lnkd.in/g2RH7e8i
","Events","Personal"
"tiger",,,"Across millions of daily orders, complex purchase systems, and global distribution networks, retailers have the opportunity to view every SKU, anticipate demand, and orchestrate fulfillment in real-time. 

At Tiger Analytics, we collaborated with two major retailers to capture this opportunity:
🔸For a global sportswear leader, we used predictive freight modeling and massive order simulations to align inventory with demand, optimize shipments, and recover full-price sales. 
🔸For a US home rural lifestyle specialty retailer, we transformed a fragmented purchase order system into a GenAI-powered single source of truth, giving leaders the ability to explore data, anticipate delays, and make faster operational decisions.

With AI-driven control towers, predictive models, and large-scale simulations, we’re seeing how retailers can unlock actionable foresight across the supply chain, turning complexity into confidence with measurable business impact. 

Read the full story - https://lnkd.in/gWgdeMhj | https://lnkd.in/gzrJetXb 
","Thought Leadership","Authority"
"tiger",,,"September gave us many reasons to celebrate, our anniversary being a big one. Across platforms, thought leadership stories, AI of the Tiger, and more, we reflected on what brought us so far, what keeps us going, and what’s next. As we wrap up the festivities, we’ve saved the best for last - our people. 

What sets us apart? Is it that we're home to the best and brightest talent? Or is it the culture and community that we've built together? 

One thing is certain – it is our Tiger Gene™ that powers us as we layer curiosity, collaboration and care into everything we do. 

STAQD not only informs our work, it shapes our culture too – carefully stacking wins, learnings, laughter, and acts of giving back, layer by layer, to build a culture that’s strong, vibrant, and resilient. From spontaneous jam sessions and cricket matches, to taking care of each other and our community, to celebrating our wins, every shared moment is a building block in this thriving ecosystem.

And as the stack keeps rising, so do we, hungry for new challenges, brimming with fresh ideas and ready to push the boundaries of what’s possible. Now, on to the next layer!

hashtag#TigerTurns14 hashtag#TigerGene hashtag#TigerTribe hashtag#TigerAnalytics hashtag#STAQDFramework","Others","Personal"
